#A. Arinyo-i-Prats, V1, catalogue Metal Stength  mesure of the metal strength (corrected by the DLA's column and not) belonging to the Damped Lyman-alpha systems  SDSS catalog (done by P. Notredame DR12_V1)
# ========================================================================================   
# Col1:  A15 (I5-I04-I04)  MJD, plate and fiber number of highest SNR spectrum (if combined)
# Col2:  F9.5              Right ascension in degrees
# Col3:  F+8.4             Declination in degrees 
# Col4:  F6.4		   Quasar redshift
# Col5:  F5.1              Continuum to noise ratio in [Lyb-Lya] region
# col6:  I6		   Visual Flag for the DLAs
# Col7:  I6                Balnicity Index (km/s)      --> Isabelle
# Col8:  F6.4              Absorption redshift of the DLA candidate
# Col9:  F5.2              Log10 of HI column density (cm^-2)
# Col10-11: 		   Metal strenght and its error, corrected by the column density HI, in adimensional units
# Col12-13: 		   Metal strenght and its error, uncorrected , in adimensional units
#=======================================================================================================
##MJD-Plate-Fiver RA       Dec 	    zqso CNR  flDLA BI  z_abs   NHI 	MS(HI)   errMS(HI) MS	  errMS  
#-------------------------------------------------------------------------------------------------------
56383-6664-0134 164.50633 +45.5596  2.414 4.6   1  0    2.2582  20.67   0.9359   0.0821  1.0321   0.091   
56683-7096-0012 164.50666 +60.6224  2.687 9.3   1  0    1.9805  20.17   4.2874   0.201   2.8042   0.132   
56683-7096-0012 164.50666 +60.6224  2.687 9.3   1  0    2.4917  20.67   2.6982   0.0774  2.9683   0.0859  
55956-5357-0645 164.50768 +13.0570  3.076 4.7   1  0    3.0475  20.19   1.2023   0.256   0.9771   0.204   
56354-6418-0703 164.51002 +25.3863  2.872 12    1  0    2.1637  21.24   2.2934   0.104   3.7529   0.176   
56354-6418-0703 164.51002 +25.3863  2.872 12    1  0    2.5374  20.16   0.2606   0.383   0.1705   0.252   
55925-4771-0470 164.51175 +3.4481   2.768 7.1   0  0    2.4774  20.45   2.1844   0.137   2.0352   0.128   
56016-5358-0698 164.51515 +16.6597  3.252 5.9   0  0    2.8564  20.61   2.5059   0.454   2.7539   0.499   
56367-6443-0486 164.52770 +29.7471  2.863 1.8   0  0    2.2239  20.52   1.8042   1.09    1.7830   1.08    
56367-6443-0486 164.52770 +29.7471  2.863 1.8   0  0    2.4244  20.02   -3.2001  2.66    -1.2314  1.33    
55648-4732-0784 164.53113 +3.5166   3.441 7     1  0    3.1782  20.35   2.1653   1.23    1.6702   0.931   
55685-4854-0872 164.53171 +7.1271   2.338 6.9   1  0    2.1252  20.15   0.5476   0.17    0.3972   0.117   
56358-6412-0458 164.54855 +25.2869  3.26  4.7   0  0    2.3196  20.05   -1.9120  1.68    -0.8077  0.758   
55979-5356-0167 164.55523 +9.1135   2.908 8     0  0    2.1161  20.12   3.6467   0.466   2.3298   0.29    
55654-4624-0730 164.56075 +42.2770  4.26  2.9   0  0    3.33    20.09   3.7729   1.38    2.1025   0.811   
55654-4624-0730 164.56075 +42.2770  4.26  2.9   0  0    3.6779  20.1    0.8946   2.03    0.5653   1.24    
55654-4624-0730 164.56075 +42.2770  4.26  2.9   0  0    3.7096  20.49   -0.6316  1.46    -0.5923  1.37    
55654-4624-0730 164.56075 +42.2770  4.26  2.9   0  0    3.8049  20.19   -1.4085  0.522   -1.0692  0.397   
55654-4624-0730 164.56075 +42.2770  4.26  2.9   0  0    3.918   20.15   3.8014   1.64    2.4999   1.08    
55654-4624-0730 164.56075 +42.2770  4.26  2.9   0  0    4.099   20.12   -1.7777  0.334   -1.4532  0.277   
55925-4771-0468 164.57442 +3.4649   2.972 6.2   0  0    2.6879  20.24   -0.3955  0.315   -0.3176  0.248   
56009-5355-0958 164.57627 +15.0581  2.557 8.8   0  0    2.4978  20.39   2.2595   0.0868  2.0736   0.0795  
56659-7101-0488 164.58061 +55.4033  2.678 3.8   0  0    2.2673  20.25   -1.6230  1.03    -1.2298  0.761   
56016-5358-0661 164.58170 +17.9633  3.797 3.2   0  0    3.6686  20.32   0.3073   0.395   0.2502   0.316   
56042-5876-0732 164.58741 +20.3496  2.456 5.6   0  0    2.247   20.62   2.0717   0.117   2.2121   0.124   
56016-5358-0664 164.59686 +17.7268  2.281 5.1   1  0    2.2392  20.43   1.9221   0.12    1.7964   0.113   
55925-4771-0452 164.59890 +3.2568   2.302 2.5   1  0    2.2854  21.02   -0.5731  0.362   -0.8113  0.482   
56358-6412-0522 164.60359 +26.2934  3.845 9.4   1  0    3.7358  20.47   1.8761   0.111   1.8610   0.11    
56384-6693-0540 164.60587 +47.9425  2.588 4.2   1  0    2.5899  20.88   1.9322   0.131   2.3528   0.161   
55617-4631-0163 164.62512 +33.6498  3.803 21.8  1  0    3.2932  20.91   0.7717   0.117   1.1000   0.165   
56384-6700-0378 164.62586 +49.5677  2.927 8.8   1  0    2.7806  21.33   1.6378   0.0799  2.6483   0.128   
56340-6437-0024 164.63114 +26.0275  2.365 12.7  1  0    2.2276  20.66   0.5806   0.054   0.6481   0.0596  
56340-6437-0952 164.63358 +27.3252  2.929 6.7   1  0    2.5155  20.44   0.1336   0.499   0.1141   0.449   
56383-6664-0936 164.63745 +46.4698  2.548 6.3   0  0    2.3573  20.46   0.6950   0.242   0.6404   0.225   
56383-6664-0936 164.63745 +46.4698  2.548 6.3   0  0    2.4295  20.86   3.1460   0.119   4.0436   0.152   
55656-4689-0856 164.64088 +44.5314  4.085 9.7   0  0    2.9635  20      -1.8393  0.741   -0.9533  0.39    
55656-4689-0856 164.64088 +44.5314  4.085 9.7   0  0    3.5876  20.12   -0.2081  0.495   -0.1349  0.312   
55685-4854-0086 164.64362 +5.2635   2.607 9.3   1  0    2.4824  20.03   1.0811   0.158   0.6217   0.0936  
55685-4854-0086 164.64362 +5.2635   2.607 9.3   1  0    2.5273  21.39   2.2643   0.046   3.4069   0.0697  
56042-5876-0758 164.64541 +20.9805  2.613 14.7  0  0    2.4825  20.4    1.3648   0.0779  1.2052   0.069   
56369-6442-0320 164.66052 +32.6278  2.882 6.7   1  0    2.5986  20.71   0.6539   0.14    0.7155   0.157   
56384-6700-0648 164.66137 +50.5766  2.59  2     1  0    2.296   20.52   3.0130   0.277   2.9667   0.273   
56666-7102-0438 164.67704 +57.8136  2.251 2.9   1  0    2.0909  20.74   0.2494   0.24    0.3543   0.28    
56383-6664-0114 164.69664 +46.1673  3.267 5     1  0    2.4134  20.71   3.1652   0.219   3.6171   0.248   
56383-6664-0114 164.69664 +46.1673  3.267 5     1  0    2.8894  20.55   0.5277   0.714   0.3205   0.728   
55302-3836-0628 164.71609 +1.2908   2.65  19    0  0    2.0178  20.89   0.7203   0.0583  0.9453   0.0805  
55565-3787-0340 164.72421 -2.8702   2.573 2.6   1  0    2.3021  20.64   0.8166   0.24    0.8699   0.255   
55956-5357-0686 164.72799 +13.2798  2.429 5.1   0  0    2.1103  20.84   1.3317   0.226   1.7444   0.293   
55617-4631-0130 164.72957 +33.9035  2.552 16.2  1  0    2.218   20.02   1.1135   0.198   0.5783   0.104   
55617-4631-0130 164.72957 +33.9035  2.552 16.2  1  0    2.4473  20.5    0.7225   0.039   0.7046   0.0384  
55956-5357-0290 164.73787 +11.0246  4.362 8.7   0  0    2.9828  20.16   3.5935   0.217   2.4314   0.147   
55617-4631-0150 164.74127 +34.5156  2.257 8.3   0  0    2.1103  20.17   1.6049   0.144   1.0467   0.0997  
55654-4624-0262 164.74219 +41.4384  2.939 2.2   0  0    2.8921  20.38   0.4151   0.322   0.3950   0.298   
55925-4771-0597 164.74409 +4.7300   2.619 3.1   0  0    2.1669  20.15   3.1504   0.865   2.1613   0.539   
56354-6418-0253 164.74513 +23.0596  2.268 5.7   1  0    2.1645  20.49   -0.1257  0.106   -0.1170  0.104   
56383-6664-0905 164.74686 +47.4725  2.322 4.5   0  0    2.0226  20.01   2.0446   0.545   0.9903   0.274   
56009-5355-0978 164.75470 +14.5473  2.334 2.5   1  0    2.3142  20.47   1.7733   0.322   1.6931   0.312   
56009-5355-0950 164.75835 +15.0624  2.287 4.8   1  0    2.2658  20.37   0.4247   0.141   0.3951   0.127   
55277-3772-0998 164.75854 -1.4711   3.809 3.1   1  0    3.1028  20.4    1.6210   1.14    1.3900   0.968   
55277-3772-0998 164.75854 -1.4711   3.809 3.1   1  0    3.371   20.49   0.7215   0.788   0.6704   0.742   
55648-4732-0122 164.76138 +1.0678   4.075 5.8   1  0    3.3459  20.06   0.6631   0.818   0.3826   0.472   
55648-4732-0122 164.76138 +1.0678   4.075 5.8   1  0    3.5781  20.27   0.9332   1.25    0.7266   0.97    
55648-4732-0122 164.76138 +1.0678   4.075 5.8   1  0    3.6098  20.35   0.7440   0.609   0.6108   0.5     
55648-4732-0122 164.76138 +1.0678   4.075 5.8   1  0    3.6532  20.4    2.1211   0.211   1.9087   0.19    
55648-4732-0122 164.76138 +1.0678   4.075 5.8   1  0    3.9463  20      -0.5856  0.427   -0.3258  0.264   
55648-4732-0122 164.76138 +1.0678   4.075 5.8   1  0    4.0198  21      0.8030   0.208   1.0598   0.274   
55648-4732-0868 164.76576 +3.4442   3.97  3     0  0    3.6173  20.04   -0.3475  0.616   -0.2782  0.396   
56383-6664-0108 164.76911 +45.8064  4.888 5.2   0  0    3.5028  20.98   -0.0116  2.22    -0.0417  8.01    
56383-6664-0108 164.76911 +45.8064  4.888 5.2   0  0    4.4788  20.16   0.0000   0       0.0000   0       
56383-6664-0108 164.76911 +45.8064  4.888 5.2   0  0    4.6479  20.06   0.0000   0       0.0000   0       
56383-6664-0108 164.76911 +45.8064  4.888 5.2   0  0    4.7014  20.27   -2.7023  0.126   -2.4574  0.114   
56383-6664-0108 164.76911 +45.8064  4.888 5.2   0  0    4.7701  20.91   0.0000   0       0.0000   0       
56384-6700-0349 164.77665 +49.6943  3.662 7.9   0  0    2.3673  20.09   6.8544   3.69    1.9324   1.6     
56384-6700-0349 164.77665 +49.6943  3.662 7.9   0  0    2.7169  20.03   0.6459   1       0.1468   0.49    
55302-3836-0676 164.79294 +0.7723   2.473 5.4   1  0    2.2601  20.56   1.4812   0.111   1.5048   0.113   
56749-7393-0446 164.79367 +45.5097  2.523 6.1   0  0    2.2347  20.03   3.7363   0.25    2.3356   0.156   
56753-7380-0254 164.79705 +47.5651  2.708 6.3   1  0    2.3254  20.57   3.4589   0.437   3.5042   0.45    
56753-7380-0254 164.79705 +47.5651  2.708 6.3   1  0    2.3718  20.14   6.6400   0.486   4.0878   0.306   
55654-4624-0220 164.79950 +41.0309  3.209 13.7  1  0    2.3188  20.04   -4.8092  0.728   -3.5204  0.348   
55654-4624-0220 164.79950 +41.0309  3.209 13.7  1  0    3.185   20.14   1.2787   0.119   1.1043   0.0985  
55979-5356-0918 164.82074 +11.2949  2.654 4.6   0  0    2.399   20.59   2.4623   0.207   2.5321   0.213   
56363-6446-0164 164.82479 +27.4945  3.165 5.7   0  0    2.2523  20.32   1.9954   0.63    1.7033   0.494   
55648-4732-0152 164.82532 +2.0730   2.712 1.6   1  0    2.4173  20.02   1.3734   0.955   0.8282   0.603   
56363-6446-0860 164.82921 +28.3571  2.43  2.8   1  0    2.4055  20.4    1.1864   0.348   1.1231   0.323   
55685-4854-0910 164.83092 +7.2716   2.654 2     0  0    2.2358  20.39   1.9739   1.7     1.7280   1.47    
56369-6442-0276 164.83166 +32.6057  3.017 2.2   1  0    2.7324  21.14   -0.3594  0.322   -0.4886  0.454   
56009-5355-0046 164.83571 +13.5297  2.705 1.8   0  0    2.3021  20      -3.1165  1.74    -1.4968  0.87    
56354-6418-0226 164.83979 +23.4057  3.068 8.3   1  0    2.1195  20.48   1.4903   0.322   1.4116   0.312   
56358-6412-0576 164.84922 +26.0960  2.958 5.1   1  0    2.8837  20.71   2.1182   0.128   2.3411   0.141   
55685-4854-0928 164.85282 +6.8019   3.242 2     0  0    2.8906  20.23   3.6751   0.414   2.8895   0.325   
56035-5887-0924 164.85378 +19.1033  3.182 2     0  0    2.2839  20.23   2.1416   1.42    1.6054   1.02    
56741-7111-0522 164.85431 +67.1063  3.116 2.3   0  0    2.4728  20.52   1.0786   1.33    1.0205   1.31    
55565-3787-0698 164.85566 -1.6841   2.515 13.2  1  0    2.0924  20.18   3.8453   0.205   2.5480   0.136   
56354-6418-0244 164.85779 +23.2976  3.13  1.5   0  0    2.671   20.6    4.3486   2.31    4.9494   2.47    
55956-5357-0758 164.85785 +12.8687  3.355 8.7   0  0    2.2582  20.05   0.8559   0.524   0.5042   0.301   
55956-5357-0758 164.85785 +12.8687  3.355 8.7   0  0    2.3028  21.14   -0.1092  0.291   -0.1409  0.464   
55956-5357-0758 164.85785 +12.8687  3.355 8.7   0  0    3.2578  20.15   0.0568   0.131   0.0686   0.112   
55956-5357-0748 164.86003 +13.1122  4.132 13    0  0    3.9286  20.5    1.9855   0.146   1.9322   0.142   
55983-5360-0492 164.86088 +13.9007  3.412 10    0  0    2.0464  20.76   1.3762   0.399   1.9774   0.552   
55648-4732-0889 164.86511 +2.8664   3.035 6.4   0  0    2.3922  20.01   -0.4818  0.758   -0.2751  0.403   
55685-4854-0920 164.87167 +7.0082   2.326 5.2   1  0    2.3197  20.27   0.7484   0.149   0.6363   0.125   
55632-4625-0254 164.87721 +38.5799  3.009 2.2   0  0    2.7878  20.17   -0.9582  0.337   -0.6892  0.236   
55648-4732-0876 164.88324 +3.2237   3.376 13.2  0  0    2.4849  20.19   0.2698   0.377   0.2366   0.239   
55617-4631-0888 164.88697 +35.2168  3.672 11.7  1  0    2.4577  20.13   0.5224   0.307   0.4159   0.196   
55617-4631-0888 164.88697 +35.2168  3.672 11.7  1  0    2.9554  20.25   2.7914   0.319   2.0801   0.239   
55647-4626-0381 164.89306 +36.5000  3.771 10.3  1  0    2.707   20.59   4.7495   0.333   5.1278   0.36    
55647-4626-0381 164.89306 +36.5000  3.771 10.3  1  0    2.7682  20.48   0.7768   0.896   0.9547   0.88    
55647-4626-0381 164.89306 +36.5000  3.771 10.3  1  0    2.9608  20.1    5.3499   0.425   3.3021   0.262   
55647-4626-0381 164.89306 +36.5000  3.771 10.3  1  0    3.6117  20.22   -1.4417  0.279   -1.1006  0.211   
55647-4626-0381 164.89306 +36.5000  3.771 10.3  1  0    3.641   20.89   3.1464   0.0711  3.7876   0.0854  
55953-5359-0308 164.89338 +8.0707   3.147 4.4   0  0    2.7817  21.07   -0.7264  0.619   -0.9574  0.919   
56740-7105-0138 164.89774 +64.5578  3.218 1.9   1  0    2.5042  20.72   1.1509   1.13    1.4144   1.35    
56042-5876-0830 164.90284 +21.1693  3.429 7.1   0  0    2.2328  20.24   -1.3722  2.68    -0.9199  1.71    
56042-5876-0830 164.90284 +21.1693  3.429 7.1   0  0    2.9158  20.01   2.6488   0.823   1.4045   0.44    
56042-5876-0830 164.90284 +21.1693  3.429 7.1   0  0    3.0131  20.36   1.0558   0.395   0.8649   0.333   
55654-4624-0214 164.90287 +41.2269  4.78  3.1   0  0    4.3233  20.02   0.0149   0.311   0.0048   0.197   
55656-4689-0042 164.91033 +42.7221  2.629 1.8   1  0    2.1505  20.64   -0.9115  0.969   -0.8786  1.08    
56384-6700-0672 164.91345 +51.1155  3.056 4.2   1  0    2.5924  20.53   0.4508   0.733   0.4410   0.726   
56035-5887-0962 164.91600 +19.0960  2.836 2.3   0  0    2.1841  20.08   -1.0767  1.28    -0.5671  0.727   
55632-4625-0324 164.92283 +38.8981  3.576 7.5   1  0    2.4688  20.02   4.7516   0.803   1.8198   0.371   
55632-4625-0324 164.92283 +38.8981  3.576 7.5   1  0    3.3367  20.72   1.5534   0.198   1.7380   0.221   
56016-5358-0264 164.94265 +16.0293  2.915 6.6   0  0    2.0973  20.73   1.0041   0.37    1.1403   0.456   
56016-5358-0264 164.94265 +16.0293  2.915 6.6   0  0    2.1878  20.91   0.4650   0.189   0.6393   0.254   
56016-5358-0264 164.94265 +16.0293  2.915 6.6   0  0    2.8187  20.03   1.7934   0.131   1.3142   0.0962  
56711-7104-0772 164.94962 +63.5158  3.01  5.1   0  0    2.3074  20.22   2.9748   0.609   2.1027   0.43    
56711-7104-0772 164.94962 +63.5158  3.01  5.1   0  0    2.7389  20.26   2.2697   0.326   1.8059   0.261   
55979-5356-0118 164.95609 +10.3874  3.146 10.8  0  0    2.1426  20.01   -0.1376  0.486   -0.0686  0.241   
55979-5356-0118 164.95609 +10.3874  3.146 10.8  0  0    2.2946  20.22   1.5058   0.462   1.1118   0.319   
56661-7103-0676 164.96172 +61.1943  2.562 6.1   1  0    2.3476  20.48   2.8464   0.175   2.7054   0.167   
56016-5358-0244 164.97380 +15.3388  2.213 1.5   0  0    2.0037  20.17   2.0281   0.66    1.4580   0.47    
56358-6412-0440 164.99999 +25.9790  2.988 6.5   1  0    2.7024  20.19   2.1847   0.273   1.6108   0.204   
56749-7393-0412 165.00678 +45.6574  2.265 3.2   0  0    2.1871  20.17   1.5276   0.181   1.2070   0.135   
55925-4771-0398 165.00848 +3.7805   2.313 2.4   0  0    2.1498  20.45   0.7031   0.468   0.6453   0.434   
56009-5355-0984 165.01767 +14.7768  3.074 11.4  0  0    1.9963  20.11   -0.7684  0.281   -0.4710  0.165   
56009-5355-0984 165.01767 +14.7768  3.074 11.4  0  0    2.5162  20.27   1.2576   0.303   0.9253   0.221   
56367-6443-0561 165.02023 +30.7957  2.629 8.2   1  0    2.0748  20.76   2.0720   0.2     2.5443   0.248   
56358-6412-0592 165.02471 +26.7934  3.151 2.3   0  0    2.9481  20.14   0.6417   0.463   0.4848   0.313   
55685-4854-0970 165.03249 +6.4451   2.976 9.6   1  0    2.9554  20.73   1.0727   0.0832  1.2087   0.0938  
56042-5876-0852 165.04865 +20.3170  2.457 15.4  0  0    2.3193  20.95   1.0668   0.0626  1.4028   0.0815  
55302-3836-0318 165.05602 -0.0102   2.717 2.3   1  0    2.4977  20.63   -0.4922  0.291   -0.5264  0.311   
55302-3836-0318 165.05602 -0.0102   2.717 2.3   1  0    2.5341  20.24   0.4701   0.452   0.3437   0.344   
56367-6443-0602 165.06440 +30.8464  3.096 5.2   0  41   2.9837  20.22   1.8569   0.113   1.5242   0.0956  
56358-6412-0584 165.06483 +27.2477  3.299 23    0  2215 2.5742  21.26   -1.1627  0.0978  -1.8880  0.179   
56358-6412-0584 165.06483 +27.2477  3.299 23    0  2215 2.8831  20.53   0.1113   0.211   0.1182   0.211   
55302-3836-0722 165.07976 +0.6772   3.128 4.4   0  0    2.4728  20.21   -0.2064  1.17    -0.1590  0.795   
55302-3836-0292 165.08228 -1.0513   3.127 7.3   1  0    2.2366  20.11   -1.9172  0.926   -1.2961  0.538   
55302-3836-0292 165.08228 -1.0513   3.127 7.3   1  0    2.3769  21.69   1.5189   0.165   3.1688   0.338   
55654-4624-0832 165.08460 +42.6134  2.284 3.5   1  0    2.2686  20.18   3.0855   0.27    2.4077   0.208   
56384-6693-0618 165.08550 +47.8824  3.19  3.3   0  0    2.3249  20.38   -0.2684  1.8     -0.1125  1.48    
56384-6693-0618 165.08550 +47.8824  3.19  3.3   0  0    2.8     20.15   -0.4958  1.23    -0.3185  0.788   
55979-5356-0970 165.08759 +11.2543  2.758 3.5   0  0    2.6407  20.87   -0.4295  0.139   -0.5227  0.164   
56753-7380-0222 165.09485 +47.3250  2.731 5.5   1  0    2.0953  21.24   1.2327   0.18    2.0860   0.304   
55983-5360-0462 165.09659 +13.6192  2.7   9.7   0  0    2.0057  21.33   0.8600   0.0968  1.4162   0.169   
55983-5360-0462 165.09659 +13.6192  2.7   9.7   0  0    2.0317  20.01   -0.8499  0.414   -0.2287  0.203   
55983-5360-0462 165.09659 +13.6192  2.7   9.7   0  0    2.2516  20.03   3.8071   0.516   2.1192   0.269   
56749-7393-0581 165.09885 +47.3023  2.39  3.5   1  0    2.3893  20.31   1.8037   0.318   1.5922   0.276   
55656-4689-0176 165.09921 +43.2845  2.361 5.8   1  0    2.1917  20.69   0.6010   0.0951  0.6889   0.107   
55973-5361-0510 165.10604 +10.4885  2.541 3.9   0  0    2.2017  20.08   0.1535   0.87    0.1968   0.487   
55973-5361-0510 165.10604 +10.4885  2.541 3.9   0  0    2.2202  21.31   0.3864   0.247   0.8171   0.437   
56042-5876-0858 165.11457 +20.1895  3.497 4     0  0    2.505   20.3    0.4533   0.91    0.3885   0.68    
56042-5876-0858 165.11457 +20.1895  3.497 4     0  0    3.0896  20.97   1.5249   1.04    2.4980   1.7     
56661-7103-0688 165.13400 +60.7623  2.419 8     1  0    2.2539  21.09   0.9241   0.0606  1.3262   0.0876  
56358-6412-0630 165.13827 +27.4390  2.697 4.1   1  0    2.6272  20.51   0.5598   0.161   0.5620   0.161   
56661-7103-0666 165.14054 +61.8026  3.057 4.9   0  0    2.5234  20.34   2.0532   0.671   1.6335   0.533   
56369-6442-0210 165.14676 +31.8000  3.175 9.7   1  0    2.3689  20.58   0.7777   0.17    0.8053   0.176   
56358-6412-0610 165.15211 +26.7302  2.538 3.8   1  0    2.2975  20.72   0.3047   0.219   0.3380   0.25    
56354-6418-0167 165.15246 +23.1882  3.368 12.6  0  0    2.0838  20.01   -4.2324  2.68    -1.2875  1.22    
56016-5358-0222 165.15251 +15.9345  2.308 5.7   1  0    2.2192  20.64   0.5505   0.0795  0.5867   0.0854  
56369-6442-0816 165.15640 +32.7767  2.942 4.2   1  0    2.4617  20.63   0.3594   0.492   0.3638   0.539   
55685-4854-0046 165.16398 +5.3985   3.721 2.1   1  0    3.0596  20      0.9219   1.58    0.4331   0.784   
55685-4854-0046 165.16398 +5.3985   3.721 2.1   1  0    3.157   20.49   -1.7809  1.41    -1.6870  1.33    
56666-7102-0612 165.17475 +58.0004  4.776 3.5   0  0    3.9395  20.2    0.4541   2.37    0.3319   1.69    
56666-7102-0612 165.17475 +58.0004  4.776 3.5   0  0    4.1759  20.02   0.0000   0       0.0000   0       
56666-7102-0612 165.17475 +58.0004  4.776 3.5   0  0    4.2479  20.89   0.0000   0       0.0000   0       
56666-7102-0612 165.17475 +58.0004  4.776 3.5   0  0    4.4198  20.86   -0.3777  3.46    -0.5592  5.12    
56666-7102-0612 165.17475 +58.0004  4.776 3.5   0  0    4.5663  21.07   0.0000   0       0.0000   0       
56666-7102-0612 165.17475 +58.0004  4.776 3.5   0  0    4.7038  20.5    2.8475   0.22    2.8575   0.221   
56369-6442-0838 165.17785 +33.6276  3.754 3.3   1  0    2.8715  20.76   1.5333   0.656   2.0012   0.825   
56369-6442-0838 165.17785 +33.6276  3.754 3.3   1  0    2.9182  20.06   0.3526   1.43    0.3175   0.762   
56369-6442-0838 165.17785 +33.6276  3.754 3.3   1  0    3.369   20.14   1.8405   0.352   1.3327   0.254   
55956-5357-0217 165.18848 +11.3775  4.725 17    0  0    3.7554  20.86   0.1411   0.36    0.2090   0.532   
55956-5357-0217 165.18848 +11.3775  4.725 17    0  0    4.396   21.71   0.8857   0.0473  1.5957   0.0852  
56753-7380-0261 165.19306 +48.1256  3.021 2.8   1  0    2.5289  21.83   1.2806   0.274   3.5917   0.7     
56753-7380-0261 165.19306 +48.1256  3.021 2.8   1  0    2.6617  21.36   1.0419   0.368   1.9213   0.685   
56753-7380-0261 165.19306 +48.1256  3.021 2.8   1  0    2.8751  20.03   0.7512   0.567   0.4205   0.33    
56358-6412-0375 165.21349 +25.4272  3.742 6.5   1  0    2.9409  21.46   2.3063   0.234   4.2347   0.435   
56363-6446-0926 165.21872 +28.5427  2.655 2.1   1  0    2.1687  20.17   0.9549   0.937   0.6772   0.605   
56363-6446-0926 165.21872 +28.5427  2.655 2.1   1  0    2.4387  21.01   2.4884   0.131   3.4237   0.181   
56042-5876-0868 165.22216 +21.4117  2.55  2.7   0  0    2.0824  20.13   5.8096   0.913   3.7348   0.56    
56363-6446-0908 165.22314 +29.0871  3.186 8.3   1  0    3.0168  21.16   0.7272   0.0933  1.1267   0.141   
56279-6428-0390 165.22864 +21.7334  3.612 3.3   1  0    3.5466  20.68   0.5576   0.261   0.5878   0.281   
56042-5876-0892 165.24669 +20.3040  2.744 3.8   0  0    2.4481  20.27   1.5557   0.451   1.2153   0.361   
56009-5355-0998 165.25159 +14.7010  3.051 8.1   0  0    2.1231  21.62   0.7831   0.123   1.7001   0.273   
56354-6418-0186 165.25170 +23.4738  2.271 1.8   0  0    2.268   20.2    1.7594   0.452   1.3989   0.36    
55654-4624-0852 165.26075 +42.0330  3.219 2.8   1  0    3.0141  20.46   -0.8559  0.325   -0.8051  0.304   
55654-4624-0852 165.26075 +42.0330  3.219 2.8   1  0    3.0755  20.63   0.4394   0.355   0.4692   0.38    
55983-5360-0578 165.26931 +14.3137  3.206 12.1  0  0    2.5916  20.09   3.4137   0.387   1.9931   0.225   
